Family Name,Algo ID,Ratios of input parameter sizes,Time Complexity (Average),Exact Problem Statement?,Algorithm Name,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,"Transition Class",Year,Time Complexity (Worst Only),Randomized?,Approximate?,Exact?,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Paper/Reference Link,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,"Starting Complexity",Remarks,Papers for ratio evaluations,Family for Algorithm,Domains
"16. Shortest Path
(Directed graphs)",174,"V:E
0.5:1
L = 100",O( V² EL),1,Bellman–Ford algorithm (Ford 1956),1,1,https://www.rand.org/pubs/papers/P923.html,1,0,1956,O( V² EL),0,0,1,0,0,,0,0,https://www.rand.org/pubs/papers/P923.html,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,7407407407,1,7.40741E+18,1,7.40741E+27,1,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",175,"V:E
0.5:1
L = 100",O(VE),1,Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),,,,1,2->4,1959,O(VE),0,0,1,0,0,,0,0,https://ci.nii.ac.jp/naid/10015375086/,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,222222,33333.36667,222222222222,33333333.33,2.22222E+17,33333333333,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",176,"V:E
0.5:1
L = 100",O( V² logV),1,Bellman–Ford algorithm (Dantzig 1960),,,,0,0,1960,O( V² logV),0,0,1,0,0,,0,0,https://pubsonline.informs.org/doi/10.1287/mnsc.6.2.187,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,931111,15910.90086,,,,,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",177,"V:E
0.5:1
L = 100",O( V² ),1,Dijkstra's algorithm with list (Whiting & Hillier 1960),,,,0,0,1960,O( V² ),0,0,1,0,0,,0,0,https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,111111,133333.4667,,,,,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",178,"V:E
0.5:1
L = 100",O((E + V) log V),1,Dijkstra's algorithm with binary heap (Johnson 1977),,,,1,4->5,1977,O((E + V) log V),0,0,1,0,0,,0,0,https://dl.acm.org/citation.cfm?id=321993,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,8380.821784,883852.1566,18346606.07,403748103584,28312390353,2.61631E+17,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",179,"V:E
0.5:1
L = 100",O(E + V log V),1,Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),,,,0,0,1984,O(E + V log V),0,0,1,0,0,,0,0,https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,3460,4281738.386,,,,,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",180,"V:E
0.5:1
L = 100",O(E log log L),1,Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),2,1,https://dl.acm.org/doi/pdf/10.1145/321992.321993,1,0,1981,O(E log log L),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/321992.321993,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,669.3,11067394.9,1821347.23,4066993532946,1821347230,4.06699E+18,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",181,"V:E
0.5:1
L = 100",O(E log(L;E/V)),1,Gabow's algorithm,,,,0,0,1983,O(E log(L;E/V)),0,0,1,0,0,,0,0,,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,4426,3347224.314,,,,,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",182,"V:E
0.5:1
L = 100",O(E + V*((log(L))^0.5) ),1,Gabow Ahuja algorithm,,,,0,0,1990,O(E + V*((log(L))^0.5) ),0,0,1,0,0,,0,0,,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,1525,9714632.665,,,,,2,,,,Combinatorics
"16. Shortest Path
(Directed graphs)",183,"V:E
0.5:1
L = 100",O(E + V log log V),1,Thorup's algorithm,,,,0,0,2004,O(E + V log log V),0,0,1,0,0,,0,0,https://link.springer.com/chapter/10.1007/978-3-540-27810-8_33,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,1686,8786960.151,,,,,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",184,"V:E
0.5:1",O( V^4 ),1,Shimbel algorithm,1,1,https://link.springer.com/content/pdf/10.1007/BF02476438.pdf,1,0,1953,O( V^4 ),0,0,1,0,0,,0,0,https://link.springer.com/article/10.1007/BF02476438,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,12345679012,1,1.23457E+22,1,1.23457E+34,1,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",185,"V:E
0.5:1",O( V³ ),1,Floyd–Warshall algorithm,,,,1,2->3,1962,O( V³ ),0,0,1,0,0,,0,0,https://dl.acm.org/citation.cfm?id=368168,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,37037037,333.3333337,3.7037E+16,333333.3333,3.7037E+25,333333333.3,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",186,"V:E
0.5:1",O (V^2.373 logV),1,Seidel's algorithm,,,,1,0,1995,O (V^2.373 logV),0,0,1,0,0,,0,0,https://www.sciencedirect.com/science/article/pii/S0022000085710781?via%3Dihub,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,8100011,1524.155833,234070670188821,52743383.02,4.75081E+21,2598646354631,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",187,"V:E
0.5:1",O( V³ /2^(logV)^0.5),1,Williams 2014,,,,0,0,2014,O( V³ /2^(logV)^0.5),0,0,1,0,0,,0,0,https://dl.acm.org/citation.cfm?id=2591811,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,4998250,2470.000303,,,,,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",188,"V:E
0.5:1",O(EV log alpha(E;V)),1,Pettie & Ramachandran 2002,,,,0,0,2002,O(EV log alpha(E;V)),0,0,1,0,0,,0,0,https://dl.acm.org/citation.cfm?id=545417,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,222222,55555.61111,,,,,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",189,"V:E
0.5:1",O(EV),1,Thorup 1999,1,1,https://dl.acm.org/doi/pdf/10.1145/316542.316548,1,3->4,1999,O(EV),0,0,1,0,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,222222,55555.61111,222222222222,55555555556,2.22222E+17,5.55556E+16,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",190,"V:E
0.5:1",O(V^2.844),1,"Zwick, Uri 2008",,,,0,0,2008,O(V^2.844),0,0,1,0,0,,0,0,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,14964670,824.9883901,,,,,2,,,,Combinatorics
"17. All-pairs shortest paths 
(Undirected)",191,"V:E
0.5:1",O(V^3 log^3 logV / log^2 V),1,Chan 2009,,,,0,0,2009,O(V^3 log^3 logV / log^2 V),0,0,1,0,0,,0,0,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,15111217,816.9877391,,,,,2,,,,Combinatorics
18. First category integer factoring,192,,O ( 2^(n/2) / (n/2)*ln2 ),1,Trial division,1,1,https://en.wikipedia.org/wiki/Trial_division,1,0,1202,O ( 2^(n/2) / (n/2)*ln2 ),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Trial_division,whose running time depends on the size of smallest prime factor.,,,Inf,1,Inf,1,Inf,1,1,,,,Numerical Analysis
18. First category integer factoring,193,,O( 2 ^ (n/2)),1,Wheel factorization,,,,0,0,1940,O( 2 ^ (n/2)),0,0,1,0,0,,0,0,,,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
18. First category integer factoring,194,,-,1,Pollard's rho algorithm,,,,0,0,1975,-,0,0,1,0,0,,0,0,https://link.springer.com/article/10.1007%2FBF01933667,,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
18. First category integer factoring,195,,-,1,Pollard's p − 1 algorithm,,,,0,0,1974,-,0,0,1,0,0,,0,0,https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/theorems-on-factorization-and-primality-testing/6762E84DBD34AEF13E6B1D1A8334A989,,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
18. First category integer factoring,196,,O(2^ (n)),1,Williams' p + 1 algorithm,,,,0,0,1982,O(2^ (n)),0,0,1,0,0,,0,0,https://www.jstor.org/stable/2007633?origin=crossref,,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
18. First category integer factoring,197,,O(n^3.451),1,Lenstra elliptic curve factorization,,,,0,0,1987,O(n^3.451),0,0,1,0,0,,0,0,https://www.jstor.org/stable/1971363?origin=crossref&seq=1,,whose running time depends on the size of smallest prime factor.,,,22542392121,Inf,,,,,1,,,,Numerical Analysis
18. First category integer factoring,198,,O(n^3.45),1,Fermat's factorization method,1,1,https://www.geeksforgeeks.org/fermats-factorization-method/,1,1->2,1894,O(n^3.45),0,0,1,0,0,,0,0,https://archive.org/details/oeuvresdefermat02ferm,,whose running time depends on the size of smallest prime factor.,,,22387211385,Inf,5.01187E+20,Inf,1.12202E+31,Inf,1,,,,Numerical Analysis
18. First category integer factoring,199,,-,1,Euler's factorization method,,,,0,0,1940,-,0,0,1,0,0,,0,0,-,https://archive.org/details/numbertheoryitsh0000orey/page/59,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
18. First category integer factoring,200,,O( 2 ^ (n/2)),1,Special number field sieve,,,,0,0,1940,O( 2 ^ (n/2)),0,0,1,0,0,,0,0,,,whose running time depends on the size of smallest prime factor.,,,Inf,1,,,,,1,,,,Numerical Analysis
"19. Second category integer
factoring",201,,e^(2 sqrt(2) sqrt(loglogn)),1,Dixon's algorithm,,,,0,0,1981,e^(2 sqrt(2) sqrt(loglogn)),0,0,1,0,0,,0,0,https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,2,,,,Numerical Analysis
"19. Second category integer
factoring",202,,e^sqrt(2 logn loglogn),1,Continued fraction factorization (CFRAC),,,,1,0,1931,e^sqrt(2 logn loglogn),0,0,1,0,0,,0,0,https://www.ams.org/journals/bull/1931-37-10/S0002-9904-1931-05271-X/home.html,,has a running time which depends solely on the size of the integer to be factored.,,,3395.232193,1,497271.0145,1,27199045.33,1,4,,,,Numerical Analysis
"19. Second category integer
factoring",203,,-,1,Quadratic sieve,,,,0,0,1981,-,0,0,1,0,0,,0,0,https://www.semanticscholar.org/paper/Analysis-and-comparison-of-some-integer-factoring-Pomerance/134b7b065a73d4ca00bb16c7b8bebbde951b0ba0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,4,,,,Numerical Analysis
"19. Second category integer
factoring",204,,O(Nlogn),1,Rational sieve,,,,1,1->5,1993,O(Nlogn),0,0,1,0,1,,0,0,https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,4,,,,Numerical Analysis
"19. Second category integer
factoring",205,,O(N^0.5),1,General number field sieve,,,,0,0,1996,O(N^0.5),0,0,1,0,0,,0,0,http://www.ams.org/notices/199612/pomerance.pdf,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,4,,,,Numerical Analysis
"19. Second category integer
factoring",206,,O(N^0.25),1,Shanks's square forms factorization (SQUFOF),,,,0,0,2007,O(N^0.25),0,0,1,0,0,,0,0,https://www.ams.org/journals/mcom/2008-77-261/S0025-5718-07-02010-8/S0025-5718-07-02010-8.pdf,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,4,,,,Numerical Analysis
"19. Second category integer
factoring",207,,O(logn),1,Shor's algorithm Quantum Implementation,,,,0,0,1994,O(logn),0,0,1,0,0,,1,0,https://ieeexplore.ieee.org/document/365700/,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,4,,,,Numerical Analysis
20. LU decomposition,208,,O(nlogn),1,Closed formula,,,,1,3->5,1975,O(nlogn),0,0,1,0,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,9965,100351.2293,19931568,50171667377,29897352854,3.34478E+16,3,,,,Numerical Analysis
20. LU decomposition,209,,O(n^3),1,Doolittle algorithm,2,1,https://www.geeksforgeeks.org/doolittle-algorithm-lu-decomposition/,1,0,1940,O(n^3),0,0,1,0,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,1000000000,1,1E+18,1,1E+27,1,3,,,,Numerical Analysis
20. LU decomposition,210,,O(n^3),1,Crout and LUP algorithms,,,,0,0,1991,O(n^3),0,0,1,0,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,1000000000,1,,,,,3,,,,Numerical Analysis
20. LU decomposition,211,,O(n^3),1,Randomized algorithm,,,,0,0,2016,O(n^3),1,0,1,0,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,1000000000,1,,,,,3,,,,Numerical Analysis
20. LU decomposition,212,,O(n^2.376),1,Bunch; Hopcroft 1974,1,1,https://www.ams.org/journals/mcom/1974-28-125/S0025-5718-1974-0331751-8/,1,0,1974,O(n^2.376),0,1,0,0,0,,0,0,https://dl.acm.org/citation.cfm?id=248979,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,13427649,74.47320078,,,,,3,,,,Numerical Analysis
20. LU decomposition,213,,O(nlogn),1,David 2006,,,,0,0,2006,O(nlogn),0,0,1,1,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,9965,100351.2293,,,,,3,,,,Numerical Analysis
20. LU decomposition,214,,O(nlogn),1,Teukolsky; Flannery 2007,,,,0,0,2007,O(nlogn),0,0,1,1,0,,0,0,,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,9965,100351.2293,,,,,3,,,,Numerical Analysis
20. LU decomposition,215,,O(nlogn),1,Okunev; Johnson 1997,,,,0,0,1997,O(nlogn),0,0,0,0,0,,0,0,https://arxiv.org/abs/math/0506382,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,9965,100351.2293,,,,,3,,,,Numerical Analysis
21. Informed Search,216,,O(b^d),1,Greedy BFS,1,1,https://www.cs.cmu.edu/afs/cs/project/jair/pub/volume28/coles07a-html/node11.html,1,0,1959,O(b^d),0,0,1,0,0,,0,0,,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,Inf,1,Inf,1,1,,,,Robotics
21. Informed Search,217,,O(b^d),1,A* Algorithm,,,,0,0,1968,O(b^d),0,0,1,1,0,,0,0,https://ieeexplore.ieee.org/document/4082128/,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,218,,O(b^d/2),1,Bidirectional A* Algorithm,2,1,http://theory.stanford.edu/~amitp/GameProgramming/Variations.html,1,0,2007,O(b^d/2),0,0,1,1,0,,0,0,,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,Inf,1,Inf,1,1,,,,Robotics
21. Informed Search,219,,O(b^d),1,Incremental Heuristic Search,,,,0,0,1968,O(b^d),0,0,1,1,0,,0,0,,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,220,,O(b^d),1,Block A*,,,,0,0,2011,O(b^d),0,0,1,1,0,,0,0,https://webdocs.cs.ualberta.ca/~holte/Publications/aaai11PeterYapFinal.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,221,,O(b^d),1,D*,,,,0,0,1994,O(b^d),0,0,1,1,0,,0,0,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.15.3683,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,222,,O(b^d),1,Field D*,,,,0,0,2006,O(b^d),0,0,1,1,0,,0,0,https://www.ri.cmu.edu/pub_files/pub4/ferguson_david_2006_3/ferguson_david_2006_3.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,223,,O(b^d),1,Fringe,,,,0,0,2005,O(b^d),0,0,1,1,0,,0,0,,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,224,,O(b^d),1,Fringe Saving A*,,,,0,0,2008,O(b^d),0,0,1,1,0,,0,0,http://idm-lab.org/bib/abstracts/papers/aamas09d.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,225,,O(b^d),1,Generalized Adaptive A*,,,,0,0,2008,O(b^d),0,0,1,1,0,,0,0,http://idm-lab.org/bib/abstracts/papers/aamas08b.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,226,,O(b^d),1,IDA*,,,,0,0,1985,O(b^d),0,0,1,1,0,,0,0,https://linkinghub.elsevier.com/retrieve/pii/0004370285900840,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,227,,O(b^d),1,Jump point Search,,,,0,0,2011,O(b^d),0,0,1,1,0,,0,0,http://users.cecs.anu.edu.au/~dharabor/data/papers/harabor-grastien-aaai11.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,228,,O(b^d),1,LPA*,,,,0,0,2001,O(b^d),0,0,1,1,0,,0,0,http://idm-lab.org/bib/abstracts/papers/aaai02b.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,229,,O(b^d),1,SMA*,,,,0,0,1992,O(b^d),0,0,1,1,0,,0,0,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.105.7839,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,230,,O(b^d),1,theta*,,,,0,0,2010,O(b^d),0,0,1,1,0,,0,0,http://idm-lab.org/bib/abstracts/papers/aaai07a.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,231,,O(b^d),1,Anytime Repairing A*,,,,0,0,2005,O(b^d),0,0,1,1,0,,0,0,https://papers.nips.cc/paper/2382-ara-anytime-a-with-provable-bounds-on-sub-optimality.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
21. Informed Search,232,,O(b^d),1,Time-Bounded A*,,,,0,0,2009,O(b^d),0,0,1,1,0,,0,0,https://www.cs.du.edu/~sturtevant/papers/TBA.pdf,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,Inf,1,,,,,1,,,,Robotics
22. String Search,233,"n:m:k
150000:50:8",O(m(n-m+1)),1,Naïve string-search algorithm,1,1,https://en.wikipedia.org/wiki/String-searching_algorithm,1,0,1940,O(m(n-m+1)),0,0,1,0,0,,0,0,-,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,80100,1,80000100000,1,8E+16,1,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,234,"n:m:k
150000:50:8",O(mn) + O(m+k),1,Knuth-Morris-Pratt algorithm,,,,0,0,1977,O(mn) + O(m+k),0,0,1,0,0,,0,0,https://pdfs.semanticscholar.org/4479/9559a1067e06b5a6bf052f8f10637707928f.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,235,"n:m:k
150000:50:8",O(mn),1,Boyer-Moore algorithm,,,,0,0,1977,O(mn),0,0,1,0,0,,0,0,https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,236,"n:m:k
150000:50:8",O(mn),1,Tuned Boyer-Moore algorithm,,,,0,0,1991,O(mn),0,0,1,0,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.13.9460&rep=rep1&type=pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,237,"n:m:k
150000:50:8",O(mn)+ O(m+k),1,Rabin-Karp algorithm,,,,0,0,1987,O(mn)+ O(m+k),0,0,1,0,0,,0,0,https://pdfs.semanticscholar.org/c47d/151f09c567013761632c89e237431c6291a2.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,238,"n:m
9:1",O(mn),1,Two-way string matching algorithm,,,,0,0,1991,O(mn),0,0,1,0,0,,0,0,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,239,"n:m
9:1",O(mn),1,String matching with finite automata,,,,0,0,1940,O(mn),0,0,1,0,0,,0,0,-,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,,Combinatorics
22. String Search,240,"n:m
9:1",O(n+m),1,Quick-skip searching,,,,0,0,2012,O(n+m),0,0,1,0,0,,0,0,http://www.ijcte.org/papers/462-G1278.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,241,"n:m
9:1",O(n+m)+ O(m+k),1,Fast hybrid algorithm,4,1,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,1,4->6,1989,O(n+m)+ O(m+k),0,0,1,0,0,,0,0,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,1150,69.65217391,1100050,72724.058,1100000050,72727269.51,4,,,,Combinatorics
22. String Search,242,"n:m
9:1",O(mn + mk),1,Bitap algorithm,,,,0,0,1964,O(mn + mk),0,1,0,0,0,,0,0,,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,243,"n:m
9:1",O(n+m),1,BNDM (Backward Non-Deterministic Dawg Matching),,,,0,0,1998,O(n+m),0,0,1,0,1,,0,0,https://link.springer.com/chapter/10.1007/BFb0030778,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,244,"n:m:k
150000:50:8",O(mn),1,Commentz-Walter algorithm,,,,0,0,1979,O(mn),0,0,1,0,0,,0,0,https://link.springer.com/chapter/10.1007/3-540-09510-1_10,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,245,"n:m:k
150000:50:8",O(mn),1,Aho–Corasick algorithm,,,,0,0,1975,O(mn),0,0,1,0,0,,0,0,https://cr.yp.to/bib/1975/aho.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,246,"n:m:k
150000:50:8",O(mn),1,Boyer–Moore–Horspool algorithm,,,,0,0,1980,O(mn),0,0,1,0,0,,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,247,"n:m:k
150000:50:8",O(mn),1,Raita algorithm,,,,0,0,1991,O(mn),0,0,1,0,0,,0,0,https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
22. String Search,248,"n:m:k
150000:50:8",O(m) + O(n),1,BOM (Backward Oracle Matching),,,,0,0,1998,O(m) + O(n),0,0,1,0,0,,0,0,,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,,,,,,4,,,,Combinatorics
